Location,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018 
"China, Taiwan Province of China",21364.13,21483.508,21595.372,21711.573,21840.235,21985.282,22143.337,22306.338,22462.374,22602.886,22725.478,22833.013,22928.526,23017.055,23102.406,23185.01,23263.897,23339.858,23413.652,23485.755,23632.881,23809.728,24002.809
Colombia,38049.038,38645.411,39234.062,39819.279,40403.958,40988.909,41572.491,42152.151,42724.163,43285.634,43835.722,44374.572,44901.544,45416.181,45918.097,46406.646,46881.475,47342.981,47791.911,48228.697,48736.021,49265.468,49806.781
Comoros,488.627,501.953,515.385,528.848,542.357,555.888,569.479,583.211,597.228,611.627,626.425,641.62,657.229,673.252,689.692,706.569,723.868,741.5,759.385,777.424,789.278,798.643,806.408
Congo,2879.222,2962.47,3048.453,3136.344,3225.727,3315.806,3407.18,3502.519,3605.439,3718.243,3842.365,3976.246,4115.435,4253.712,4386.693,4512.73,4633.363,4751.393,4871.101,4995.648,5069.461,5124.382,5167.135
Cook Islands,18.815,18.569,18.295,18.124,18.122,18.322,18.702,19.148,19.522,19.71,19.696,19.511,19.212,18.868,18.545,18.257,17.996,17.767,17.588,17.449,17.493,17.638,17.865
Costa Rica,3596.732,3682.725,3767.373,3848.723,3925.443,3996.798,4063.204,4125.971,4187.038,4247.841,4308.794,4369.469,4429.508,4488.263,4545.28,4600.474,4654.122,4706.401,4757.575,4807.852,4861.803,4916.71,4971.903
Côte d'Ivoire,14995.249,15445.986,15884.552,16300.233,16686.561,17040.152,17366.517,17679.355,17997.738,18336.303,18699.435,19085.941,19497.986,19936.366,20401.331,20895.311,21418.603,21966.312,22531.35,23108.472,23420.251,23628.006,23768.247
Croatia,4574.887,4532.399,4491.902,4456.433,4428.072,4408.08,4395.819,4388.946,4383.92,4378.057,4370.699,4362.266,4352.428,4341.084,4328.153,4313.371,4296.526,4277.806,4257.533,4236.016,4228.282,4225.507,4225.72
Cuba,10961.012,11013.983,11064.097,11110.004,11150.736,11186.542,11217.998,11244.885,11266.941,11284.253,11296.233,11303.687,11309.754,11318.602,11333.051,11354.651,11382.146,11412.167,11439.767,11461.432,11506.258,11557.48,11611.866
Curaçao,141.983,139.569,136.891,134.311,132.099,130.277,128.829,128.021,128.157,129.394,131.898,135.498,139.73,143.933,147.608,150.593,152.985,154.895,156.512,158.01,159.011,159.677,160.105
Cyprus,873.423,891.192,908.704,926.05,943.286,960.282,976.966,993.563,1010.41,1027.658,1045.509,1063.712,1081.563,1098.076,1112.607,1124.835,1135.062,1143.896,1152.309,1160.985,1171.296,1182.347,1193.784
Czechia,10350.57,10338.593,10323.488,10306.645,10289.594,10271.204,10252.439,10239.277,10239.536,10258.176,10298.288,10356.586,10423.794,10486.845,10536.286,10568.715,10586.755,10594.481,10598.526,10603.762,10622.395,10645.674,10670.516
Dem. People's Republic of Korea,22113.548,22335.638,22537.336,22731.985,22929.075,23131.81,23336.681,23538.54,23729.498,23904.167,24061.097,24203.289,24335.146,24463.021,24591.599,24722.298,24854.034,24985.976,25116.363,25243.917,25391.188,25545.331,25702.744
Democratic Republic of the Congo,42770.544,43830.146,44840.529,45898.667,47076.387,48394.338,49835.756,51390.033,53034.217,54751.476,56543.011,58417.562,60373.608,62409.435,64523.263,66713.597,68978.682,71316.033,73722.86,76196.619,77467.977,78273.687,78778.604
Denmark,5254.86,5277.711,5300.379,5321.774,5341.194,5358.062,5372.801,5386.968,5402.761,5421.702,5444.303,5469.957,5497.795,5526.447,5554.844,5582.873,5610.66,5637.817,5663.914,5688.695,5706.644,5720.782,5732.134
Djibouti,643.682,660.953,680.612,700.099,717.584,732.711,746.221,758.615,770.752,783.254,796.208,809.402,822.934,836.84,851.146,865.937,881.185,896.688,912.164,927.414,939.504,950.158,959.891
Dominica,71.145,70.753,70.29,69.903,69.676,69.67,69.824,70.093,70.379,70.627,70.807,70.95,71.074,71.229,71.44,71.718,72.044,72.4,72.778,73.162,73.735,74.394,75.102
Dominican Republic,8029.113,8163.472,8296.375,8429.112,8562.622,8697.126,8832.285,8967.76,9102.998,9237.566,9371.338,9504.353,9636.52,9767.758,9897.985,10027.095,10154.95,10281.296,10405.844,10528.394,10652.49,10776.164,10899.613
Eastern Africa,232413.444,239215.718,246345.989,253675.516,261113.89,268638.612,276291.511,284122.793,292207.492,300599.706,309313.054,318329.032,327631.032,337191.043,346987.498,357015.563,367279.164,377775.443,388502.716,399458.026,406059.979,410971.494,414798.695
Eastern Asia,1474822.445,1485085.081,1494568.181,1503584.325,1512377.595,1521071.205,1529686.044,1538233.613,1546681.947,1555011.573,1563236.216,1571398.378,1579531.194,1587670.908,1595828.675,1604014.4,1612178.334,1620194.727,1627896.076,1635150.365,1645972.08,1657946.652,1670379.095
Eastern Europe,308748.143,307737.757,306568.509,305292.681,303957.552,302580.116,301183.921,299829.699,298588.342,297510.641,296621.738,295913.454,295359.343,294914.429,294540.681,294233.056,293987.914,293768.982,293532.237,293243.708,293343.71,293556.038,293803.951
Ecuador,11683.479,11924.993,12163.885,12398.691,12628.596,12852.755,13072.06,13289.601,13509.647,13735.233,13967.48,14205.453,14447.562,14691.275,14934.69,15177.355,15419.666,15661.547,15903.112,16144.368,16357.01,16557.229,16749.011
Egypt,64933.456,66151.117,67378.056,68626.664,69905.988,71226.94,72590.118,73981.942,75381.899,76778.149,78159.048,79537.253,80953.881,82465.022,84107.606,85897.561,87813.257,89807.433,91812.566,93778.172,95180.073,96325.988,97296.211
El Salvador,5671.925,5727.755,5778.706,5825.187,5867.626,5905.962,5940.303,5971.535,6000.775,6028.961,6056.478,6083.475,6110.301,6137.276,6164.626,6192.56,6221.246,6250.777,6281.189,6312.478,6373.226,6446.702,6528.776
Equatorial Guinea,523.999,544.636,566.673,589.938,614.323,639.762,666.407,694.611,724.817,757.317,792.217,829.327,868.418,909.111,951.104,994.29,1038.593,1083.746,1129.424,1175.389,1197.617,1210.007,1215.808
Eritrea,3116.379,3161.35,3224.223,3302.263,3392.801,3497.124,3614.639,3738.265,3858.623,3969.007,4066.648,4153.332,4232.636,4310.334,4390.84,4474.69,4560.977,4650.998,4746.045,4846.976,4914.196,4971.092,5021.48
Estonia,1417.736,1409.674,1406.35,1403.789,1399.112,1391.729,1382.732,1372.909,1363.565,1355.648,1349.297,1344.072,1339.712,1335.83,1332.102,1328.449,1324.934,1321.56,1318.359,1315.321,1314.925,1315.594,1316.828
Ethiopia,59155.148,60976.45,62794.151,64640.054,66537.331,68492.257,70497.192,72545.144,74624.405,76727.083,78850.689,81000.409,83184.892,85416.253,87702.67,90046.756,92444.183,94887.724,97366.774,99873.033,101457.308,102675.041,103661.09
Europe,728232.51,728031.016,727650.06,727316.733,727200.939,727354.723,727754.272,728396.633,729252.505,730289.682,731530.909,732963.756,734474.49,735911.175,737163.58,738177.804,738976.542,739621.182,740210.73,740813.959,741848.957,743030.48,744226.675
Faeroe Islands,46.058,46.251,46.58,46.937,47.258,47.526,47.769,47.974,48.143,48.285,48.383,48.448,48.485,48.517,48.55,48.608,48.666,48.747,48.842,48.965,49.039,49.107,49.173
Falkland Islands (Malvinas),2.538,2.637,2.736,2.815,2.882,2.924,2.947,2.951,2.954,2.939,2.921,2.907,2.885,2.867,2.852,2.856,2.858,2.87,2.887,2.898,2.909,2.913,2.921
Fiji,784.476,792.86,800.315,806.494,811.223,814.218,815.691,816.628,818.354,821.817,827.411,834.812,843.34,851.967,859.95,867.086,873.596,879.715,885.806,892.149,899.696,907.776,916.186
Finland,5136.979,5151.746,5164.242,5175.926,5187.954,5200.479,5213.373,5227.103,5242.185,5258.927,5277.57,5298.014,5319.902,5342.646,5365.782,5389.242,5412.98,5436.616,5459.717,5481.966,5498.043,5510.82,5520.891
France,58499.689,58763.395,59034.921,59316.107,59608.201,59911.252,60225.076,60550.097,60886.607,61233.9,61592.884,61960.95,62329.567,62687.521,63026.74,63343.577,63639.873,63919.917,64190.638,64457.201,64665.402,64845.226,65001.389
French Guiana,141.767,146.273,151.17,156.735,163.165,170.596,178.904,187.619,196.079,203.826,210.673,216.785,222.452,228.134,234.181,240.654,247.463,254.503,261.623,268.691,273.25,276.768,279.591
French Polynesia,219.283,223.731,228.376,232.952,237.258,241.273,245.006,248.499,251.775,254.886,257.832,260.594,263.179,265.581,267.82,269.843,271.703,273.528,275.484,277.69,280.182,282.94,285.855
Gabon,1113.994,1142.324,1171.224,1200.773,1231.122,1262.259,1294.409,1328.146,1364.205,1403.126,1444.844,1489.193,1536.411,1586.754,1640.21,1697.101,1756.817,1817.271,1875.713,1930.175,1963.58,1985.994,2001.043
Gambia,1096.708,1128.169,1160.944,1195.42,1231.844,1270.495,1311.349,1354.194,1398.573,1444.204,1491.021,1539.116,1588.572,1639.56,1692.149,1746.363,1802.125,1859.324,1917.852,1977.59,2011.319,2034.857,2051.78
Georgia,4945.566,4881.248,4825.186,4773.169,4722.059,4672.162,4624.88,4579.082,4533.329,4486.547,4438.896,4390.535,4340.514,4287.696,4231.661,4171.256,4107.719,4045.91,3992.346,3951.524,3933.427,3931.43,3940.057
Germany,81426.337,81499.866,81499.232,81481.612,81487.757,81535.848,81611.868,81686.495,81715.659,81671.234,81540.353,81344.457,81130.944,80965.612,80894.785,80933.98,81066.228,81265.139,81489.66,81707.789,81803.778,81845.984,81842.707
Ghana,17185.608,17608.812,18036.494,18477.612,18938.762,19421.605,19924.522,20446.782,20986.536,21542.009,22113.425,22700.212,23298.64,23903.831,24512.104,25121.796,25733.049,26346.251,26962.563,27582.821,27991.487,28313.739,28579.73
Gibraltar,30.382,30.594,30.801,30.991,31.18,31.374,31.544,31.72,31.896,32.085,32.296,32.51,32.732,32.956,33.189,33.405,33.623,33.831,34.038,34.228,34.356,34.444,34.507
Greece,10880.912,10961.123,11030.393,11090.266,11142.119,11184.398,11216.799,11243.567,11270.476,11301.204,11338.77,11380.897,11419.647,11443.828,11446.005,11422.805,11378.257,11321.3,11264.726,11217.8,11208.358,11219.044,11241.883
Greenland,55.837,55.881,55.948,56.046,56.175,56.327,56.518,56.708,56.861,56.951,56.971,56.927,56.841,56.728,56.638,56.552,56.47,56.414,56.382,56.377,56.596,56.918,57.312
Grenada,100.796,101.122,101.309,101.442,101.619,101.849,102.1,102.375,102.656,102.949,103.259,103.586,103.93,104.296,104.677,105.075,105.481,105.909,106.36,106.823,107.801,108.997,110.339
Guadeloupe,406.977,411.444,416.089,420.582,424.646,428.22,431.359,434.191,436.885,439.552,442.257,444.91,447.345,449.333,450.718,451.447,451.602,451.338,450.884,450.418,451.191,452.479,454.117
Guam,148.06,150.303,152.277,153.953,155.329,156.401,157.175,157.714,158.099,158.402,158.648,158.855,159.035,159.231,159.444,159.678,159.973,160.375,160.967,161.797,163.013,164.517,166.206
Guatemala,10646.674,10887.634,11133.501,11387.203,11650.743,11924.946,12208.848,12500.478,12796.925,13096.028,13397.008,13700.286,14006.366,14316.208,14630.417,14948.919,15271.056,15596.214,15923.559,16252.429,16512.873,16745.76,16961.473
Guinea,8132.552,8337.988,8503.297,8653.769,8808.546,8971.139,9137.345,9309.848,9490.229,9679.745,9881.428,10096.727,10323.142,10556.524,10794.17,11035.17,11281.469,11536.615,11805.509,12091.533,12259.408,12387.022,12489.128
Guinea-Bissau,1159.06,1179.727,1199.915,1220.794,1243.229,1267.512,1293.523,1321.202,1350.345,1380.838,1412.669,1445.958,1480.841,1517.448,1555.88,1596.154,1638.139,1681.495,1725.744,1770.526,1798.06,1818.667,1834.798
Guyana,761.861,760.51,757.952,755.278,753.301,752.263,751.884,751.857,751.652,750.946,749.601,747.869,746.314,745.693,746.556,749.1,753.091,758.081,763.393,768.514,775.428,782.995,791.04
Haiti,7965.553,8111.951,8258.483,8404.398,8549.2,8692.567,8834.733,8976.552,9119.178,9263.404,9409.457,9556.889,9705.029,9852.87,9999.617,10145.054,10289.21,10431.776,10572.466,10711.061,10838.811,10960.936,11079.838
High-income countries,1042533.877,1049417.709,1056280.706,1063171.016,1070130.224,1077128.7,1084169.198,1091360.756,1098845.299,1106701.844,1114996.07,1123635.564,1132346.742,1140755.107,1148592.393,1155747.285,1162295.164,1168383.994,1174248.893,1180060.957,1185312.645,1190241.412,1194838.363
Holy See,0.778,0.782,0.781,0.781,0.785,0.788,0.792,0.798,0.797,0.798,0.8,0.796,0.794,0.795,0.794,0.796,0.804,0.801,0.8,0.803,0.792,0.78,0.764
Honduras,5867.849,6028.882,6192.026,6357.221,6524.283,6693.061,6863.157,7033.821,7204.153,7373.43,7541.406,7707.972,7872.658,8035.021,8194.778,8351.6,8505.646,8657.785,8809.216,8960.829,9099.208,9232.279,9362.311
Hungary,10332.989,10309.022,10280.145,10249.959,10221.051,10194.005,10167.872,10141.956,10115.081,10086.465,10055.897,10023.887,9991.201,9958.942,9927.84,9898.204,9869.684,9841.697,9813.335,9783.925,9774.239,9771.954,9773.633
Iceland,270.15,272.709,275.296,277.87,280.435,282.907,285.329,287.952,291.104,294.979,299.728,305.2,310.884,316.086,320.328,323.418,325.526,327.029,328.459,330.243,332.328,334.667,337.179
India,978893.217,997405.318,1015974.042,1034539.214,1053050.912,1071477.855,1089807.112,1108027.848,1126135.777,1144118.674,1161977.719,1179681.239,1197146.906,1214270.132,1230980.691,1247236.029,1263065.852,1278562.207,1293859.294,1309053.98,1323909.553,1338558.742,1353040.783
Indonesia,199914.831,202826.465,205715.544,208612.556,211540.429,214506.502,217508.059,220545.214,223614.649,226712.73,229838.202,232989.141,236159.276,239340.478,242524.123,245707.511,248883.232,252032.263,255131.116,258162.113,260937.759,263564.697,266079.645
Iran (Islamic Republic of),61583.089,62710.557,63900.63,65062.66,66131.854,67096.414,67983.33,68812.713,69617.1,70421.811,71227.88,72031.103,72845.542,73687.565,74567.511,75491.582,76453.574,77435.384,78411.092,79360.487,80540.522,81797.656,83091.398
Iraq,20845.893,21509.291,22190.25,22878.156,23565.413,24251.649,24939.299,25627.626,26316.609,27008.426,27697.912,28390.433,29111.417,29894.652,30762.701,31727.053,32776.571,33883.145,35006.08,36115.649,36797.307,37295.157,37672.202
Ireland,3679.849,3712.464,3750.57,3795.699,3848.776,3909.293,3976.288,4049.547,4128.749,4212.977,4303.37,4398.073,4489.589,4568.064,4626.928,4662.579,4678.117,4681.967,4686.347,4700.107,4724.856,4758.555,4797.639
Isle of Man,70.431,70.869,71.39,71.952,72.554,73.192,73.87,74.587,75.341,76.118,76.914,77.727,78.534,79.325,80.072,80.759,81.406,82.013,82.59,83.167,83.481,83.697,83.825
Israel,5488.077,5631.544,5765.21,5891.77,6013.741,6129.53,6239.285,6349.519,6468.827,6602.97,6755.211,6922.685,7097.41,7267.895,7425.959,7568.774,7699.105,7821.105,7941.329,8064.547,8151.375,8223.822,8286.424
Italy,57229.67,57184.901,57153.554,57179.989,57293.721,57506.367,57801.763,58147.037,58494.704,58808.483,59079.869,59313.511,59502.385,59641.853,59729.807,59759.929,59733.834,59668,59585.668,59504.212,59482.166,59484.488,59496.302
Jamaica,2561.993,2586.827,2611.367,2634.882,2656.864,2677.011,2695.446,2712.511,2728.777,2744.673,2760.279,2775.467,2790.122,2804.082,2817.21,2829.493,2840.992,2851.807,2862.087,2871.934,2895.588,2924.768,2957.614
Japan,126654.021,126902.628,127127.265,127335.858,127533.934,127723.513,127902.617,128067.794,128213.632,128335.767,128432.994,128505.251,128550.508,128566.659,128551.873,128505.399,128426.384,128312.92,128162.873,127974.958,127947.421,127962.41,127986.37
Jordan,4716.373,4832.267,4927.912,5014.899,5103.13,5193.482,5287.488,5396.774,5535.595,5714.111,5934.232,6193.191,6489.822,6821.116,7182.39,7574.943,7992.573,8413.464,8809.306,9159.302,9380.505,9521.919,9609.715
Kazakhstan,15820.631,15581.752,15349.899,15165.574,15057.363,15039.971,15105.645,15232.325,15385.916,15541.457,15690.861,15841.355,16001.176,16184.163,16398.976,16647.38,16921.179,17207.257,17487.779,17749.648,17939.386,18087.847,18206.143
Kenya,28147.734,28954.114,29769.803,30600.397,31450.483,32321.482,33214.009,34130.852,35074.931,36048.288,37052.05,38085.909,39148.416,40237.204,41350.152,42486.839,43646.629,44826.849,46024.25,47236.259,48046.552,48697.264,49245.47
Kiribati,78.907,80.184,81.55,82.966,84.406,85.858,87.343,88.895,90.542,92.325,94.26,96.311,98.44,100.568,102.652,104.656,106.613,108.535,110.458,112.407,113.882,115.165,116.329
Kuwait,1631.74,1715.314,1836.353,1957.066,2050.741,2109.355,2143.833,2169.118,2207.939,2276.623,2377.258,2503.41,2652.34,2818.939,2998.083,3191.051,3395.556,3598.385,3782.45,3935.794,4038.982,4103.573,4140.988
Kyrgyzstan,4629.398,4705.638,4786.773,4861.129,4920.718,4962.59,4990.687,5012.269,5037.929,5075.38,5126.73,5189.72,5262.294,5340.781,5422.337,5506.601,5594.108,5683.808,5774.566,5865.401,5942.344,6012.957,6079.063
Lao People's Democratic Republic,4957.18,5056.519,5150.763,5241.284,5329.304,5414.568,5497.273,5579.656,5664.605,5754.026,5849.356,5949.787,6052.19,6152.036,6246.274,6333.487,6415.169,6494.557,6576.397,6663.967,6750.249,6838.79,6929.214
Latin America and the Caribbean,494867.219,502786.732,510597.435,518271.926,525794.973,533150.548,540353.646,547458.825,554541.436,561655.871,568818.539,576013.494,583222.304,590413.658,597561.53,604661.714,611713.895,618698.846,625593.922,632380.831,639351.968,646329.182,653283.767
Latvia,2478.825,2453.302,2430.547,2408.09,2384.163,2358.677,2332.492,2305.775,2278.855,2251.983,2225.223,2198.518,2171.881,2145.309,2118.848,2092.493,2066.374,2040.784,2016.125,1992.663,1981.633,1976.361,1974.812
Least developed countries,600926.162,616437.048,632146.821,648229.112,664804.763,681932.226,699560.739,717572.892,735796.583,754118.072,772488.966,790978.141,809730.997,828953.32,848791.962,869298.106,890423.474,912093.996,934192.321,956631.108,971255.352,982829.189,992449.303
Lebanon,3070.96,3092.67,3113.951,3156.646,3235.366,3359.859,3522.837,3701.464,3863.267,3986.852,4057.35,4086.466,4111.047,4183.156,4337.141,4588.368,4916.404,5276.102,5603.279,5851.479,6023.798,6124.654,6176.678
Lesotho,1787.273,1810.453,1831.298,1850.527,1868.699,1885.955,1902.312,1918.097,1933.728,1949.543,1965.662,1982.287,1999.93,2019.209,2040.551,2064.166,2089.928,2117.361,2145.785,2174.645,2196.84,2216.474,2234.41
Less developed regions,4656138.78,4731247.569,4805773.278,4880090.302,4954502.254,5029153.415,5104099.227,5179442.256,5255258.935,5331613.853,5408523.354,5486026.584,5564219.087,5643207.197,5723026.653,5803710.817,5885122.364,5966906.465,6048589.514,6129802.274,6199577.837,6264203.928,6325087.8
"Less developed regions, excluding China",3378157.832,3443939.053,3509852.73,3575973.862,3642371.416,3709070.097,3776100.926,3843549.289,3911515.033,3980077.157,4049235.086,4118990.845,4189420.663,4260613.466,4332606.955,4405430.289,4478990.918,4553048.983,4627282.13,4701441.323,4760884.953,4814114.492,4863174.423
"Less developed regions, excluding least developed countries",4055212.618,4114810.521,4173626.457,4231861.19,4289697.491,4347221.189,4404538.488,4461869.364,4519462.352,4577495.781,4636034.388,4695048.443,4754488.09,4814253.877,4874234.691,4934412.711,4994698.89,5054812.469,5114397.193,5173171.166,5228322.485,5281374.739,5332638.497
Liberia,2191.179,2358.469,2551.062,2734.518,2884.522,2991.132,3062.863,3116.233,3176.414,3261.23,3375.838,3512.932,3662.993,3811.528,3948.125,4070.167,4181.563,4286.291,4390.737,4499.621,4567.449,4619.787,4662.312
Libya,5035.884,5117.269,5195.502,5274.163,5355.751,5440.566,5527.515,5615.952,5704.759,5792.688,5881.435,5970.362,6053.078,6121.053,6169.14,6193.501,6198.258,6195.97,6204.108,6234.955,6290.619,6368.365,6460.905
Liechtenstein,31.325,31.838,32.355,32.842,33.286,33.671,34.018,34.321,34.596,34.852,35.095,35.322,35.541,35.766,36.003,36.264,36.545,36.834,37.127,37.403,37.623,37.803,37.967
Lithuania,3603.745,3579.904,3555.133,3529.178,3501.835,3473.617,3444.754,3414.352,3381.118,3344.252,3303.671,3260.091,3214.627,3168.772,3123.803,3079.881,3037.246,2997.334,2961.846,2931.926,2916.273,2909.606,2908.882
Low-income countries,381823.685,392209.889,402805.256,413745.647,425129.552,436993.814,449310.184,462034.389,475094.388,488440.913,502059.411,515977.457,530237.548,544900.284,560007.444,575572.515,591576.162,607987.351,624759.914,641858.608,652002.587,659434.201,665126.592
Lower-middle-income countries,2175500.227,2216635.473,2257709.39,2298784.495,2339911.631,2381099.246,2422348.987,2463697.214,2505185.425,2546842.104,2588682.695,2630698.567,2672862.081,2715130.776,2757470.386,2799869.362,2842325.829,2884825.737,2927355.189,2969900.999,3005908.785,3039179.706,3070611.352
Luxembourg,413.999,419.974,425.833,431.262,436.103,440.198,443.726,447.322,451.819,457.842,465.554,474.722,485.105,496.279,507.889,519.941,532.387,544.721,556.316,566.741,573.44,577.88,580.714
Madagascar,13902.688,14347.854,14808.791,15282.521,15766.806,16260.932,16765.117,17279.141,17802.997,18336.724,18880.268,19433.523,19996.469,20569.121,21151.64,21743.949,22346.573,22961.146,23589.801,24234.088,24641.351,24958.652,25218.619
Malawi,10109.789,10381.862,10704.744,11044.356,11376.172,11695.863,12013.711,12336.687,12676.038,13039.711,13429.262,13840.969,14271.234,14714.602,15167.095,15627.618,16097.305,16577.147,17068.838,17573.607,17882.476,18116.403,18302.467
Malaysia,21023.321,21565.325,22113.464,22656.286,23185.608,23698.907,24198.811,24688.703,25174.109,25659.393,26143.566,26625.845,27111.069,27605.383,28112.289,28635.128,29170.456,29706.724,30228.017,30723.155,31159.397,31556.982,31928.49
Maldives,259.327,264.275,269.206,274.484,280.384,287.027,294.341,302.209,310.423,318.836,327.371,336.07,345.054,354.501,364.511,375.131,386.203,397.397,408.247,418.403,426.331,432.938,438.578
Mali,9856.81,10114.094,10380.835,10663.723,10967.69,11293.258,11638.929,12005.128,12391.906,12798.763,13227.064,13675.606,14138.216,14606.597,15075.085,15540.989,16006.67,16477.818,16962.846,17467.905,17742.06,17930.613,18065.017
Malta,383.71,387.184,390.605,393.805,396.668,399.155,401.303,403.211,405.007,406.787,408.563,410.324,412.128,414.045,416.11,418.367,420.789,423.246,425.57,427.616,429.753,431.769,433.656
Marshall Islands,51.401,51.692,51.925,52.079,52.159,52.183,52.158,52.116,52.074,52.055,52.078,52.137,52.218,52.32,52.425,52.542,52.663,52.793,52.898,52.994,53.292,53.674,54.1
Martinique,371.918,375.654,379.663,383.547,387.004,389.973,392.485,394.508,396.024,397.047,397.565,397.577,397.107,396.204,394.91,393.209,391.164,389.05,387.204,385.842,385.91,386.843,388.337
Mauritania,2397.245,2471.598,2549.223,2628.803,2709.359,2790.729,2873.228,2957.117,3042.823,3130.72,3220.653,3312.665,3407.541,3506.288,3609.543,3717.672,3830.239,3946.17,4063.92,4182.341,4252.374,4302.645,4339.958
Mauritius,1141.948,1154.14,1165.283,1175.574,1185.145,1193.917,1201.812,1208.994,1215.677,1222.003,1228.098,1233.911,1239.293,1244.024,1247.955,1251.023,1253.371,1255.29,1257.219,1259.456,1265.78,1273.945,1283.27
Mayotte,128.758,134.216,139.579,144.94,150.331,155.754,161.205,166.721,172.339,178.098,184.031,190.098,196.279,202.503,208.718,214.923,221.122,227.351,233.638,240.02,244.302,247.767,250.695
Melanesia,6543.399,6702.431,6864.394,7028.438,7193.988,7360.553,7528.313,7698.111,7871.221,8048.467,8230.174,8415.756,8604.13,8793.691,8983.311,9172.576,9361.723,9551.124,9741.442,9933.15,10068.222,10180.399,10277.676
Mexico,95687.452,97281.739,98821.456,100300.579,101719.673,103067.068,104355.608,105640.453,106995.583,108472.228,110092.378,111836.346,113661.809,115505.228,117318.941,119090.017,120828.307,122535.969,124221.6,125890.949,127526.691,129132.15,130715.357
Micronesia,473.796,481.389,488.034,493.488,497.632,500.451,502.076,502.769,502.885,502.742,502.441,502.012,501.777,502.04,503.056,504.937,507.706,511.151,514.97,518.995,523.631,528.64,533.918
Micronesia (Fed. States of),108.344,108.502,108.238,107.816,107.432,107.165,106.983,106.816,106.577,106.196,105.684,105.078,104.478,103.96,103.616,103.468,103.503,103.702,104.015,104.433,105.311,106.441,107.759
Middle Africa,86588.291,88875.647,91144.828,93521.619,96098.868,98904.195,101915.477,105115.738,108470.523,111954.048,115567.081,119320.013,123206.46,127218.929,131351.399,135600.334,139964.428,144442.785,149035.564,153742.724,156256.588,157917.676,159028.645
Middle-income countries,4405121.314,4466813.945,4527594.916,4587741.55,4647489.693,4706978.594,4766301.524,4825586.517,4884948.742,4944485.729,5004220.786,5064199.911,5124552.316,5185424.323,5246881.509,5308974.416,5371564.898,5434287.584,5496648.665,5558263.979,5615984.828,5671541.422,5725268.598
Monaco,30.967,31.251,31.523,31.8,32.082,32.36,32.629,32.933,33.314,33.793,34.408,35.111,35.853,36.534,37.094,37.497,37.783,37.971,38.132,38.307,38.322,38.265,38.162
Mongolia,2316.567,2335.695,2355.59,2376.162,2397.436,2419.776,2443.659,2469.286,2496.832,2526.446,2558.012,2591.67,2628.131,2668.289,2712.65,2761.516,2814.226,2869.107,2923.896,2976.877,3019.114,3055.683,3088.079
Montenegro,619.707,618.216,616.34,614.65,613.56,613.175,613.382,614.097,615.145,616.388,617.832,619.484,621.205,622.852,624.285,625.466,626.386,627.094,627.674,628.178,629.898,632.054,634.453
Montserrat,9.376,8.216,6.936,5.787,4.955,4.505,4.376,4.471,4.644,4.778,4.846,4.889,4.908,4.923,4.944,4.994,5.031,5.068,5.098,5.124,5.157,5.185,5.217
More developed regions,1175426.24,1179318.726,1183072.825,1186777.089,1190504.735,1194258.743,1198050.412,1201966.731,1206111.93,1210545.53,1215324.559,1220392.009,1225552.166,1230533.857,1235142.506,1239297.769,1243054.571,1246519.987,1249863.519,1253206.546,1256571.903,1259886.147,1263041.426
Morocco,27460.603,27825.901,28175.263,28514.798,28849.621,29181.832,29512.368,29843.937,30179.285,30521.07,30869.346,31225.881,31596.855,31989.897,32409.639,32858.823,33333.789,33824.769,34318.082,34803.322,35248.738,35672.428,36080.275
Mozambique,16248.232,16701.351,17136.78,17584.869,18067.687,18588.758,19139.658,19716.598,20312.705,20923.07,21547.463,22188.387,22846.758,23524.063,24221.405,24939.005,25676.606,26434.372,27212.382,28010.691,28445.483,28739.923,28943.553
Myanmar,43793.31,44371.525,44959.935,45539.435,46095.462,46627.994,47140.22,47624.894,48073.707,48482.614,48846.474,49171.586,49479.752,49800.69,50155.896,50553.031,50986.514,51448.196,51924.182,52403.669,52890.757,53384.582,53882.222
Namibia,1706.489,1758.994,1810.566,1858.042,1899.257,1933.596,1962.147,1986.535,2009.228,2032.196,2055.734,2079.915,2106.375,2137.04,2173.17,2215.621,2263.934,2316.52,2370.992,2425.561,2462.306,2491.743,2516.313
Nauru,10.029,10.057,10.046,10.04,10.037,10.052,10.08,10.106,10.126,10.114,10.071,10.002,9.947,9.945,10.025,10.208,10.478,10.79,11.07,11.26,11.421,11.533,11.601
Nepal,21903.379,22389.803,22856.305,23305.994,23740.911,24161.777,24566.342,24950.623,25309.449,25640.287,25940.618,26214.847,26475.859,26741.103,27023.137,27327.147,27649.925,27985.31,28323.241,28656.282,29034.712,29431.111,29841.486
Netherlands,15563.255,15655.475,15745.647,15835.523,15926.188,16018.114,16110.355,16200.951,16287.182,16367.158,16440.222,16507.056,16568.734,16626.926,16682.917,16737.002,16789.095,16839.699,16889.356,16938.499,16993.718,17051.037,17108.586
New Caledonia,195.216,199.715,204.18,208.582,212.871,217.04,221.088,225.026,228.883,232.686,236.435,240.129,243.786,247.413,251.037,254.657,258.275,261.889,265.497,269.091,271.745,273.996,275.966
